Passenger_ID,Passenger_Full_Name,Gender,Age,Customer_Type,Travel_Purpose,Cabin_Class,Origin_Destination_Route,Booking_Channel,Flight_Distance_KM,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Fare,Seat_Comfort_Rating,Food_Service_Rating,Online_Booking_Experience,Flight_Status,Passenger_Satisfaction
AXP101330,Jeremy Rice,F,21.0,First-Time,Personal,Economy,MAA-PNQ,Website,889,93,30.0,"₹37,356",2,4.0,2,On Time,Satisfied
AXP101331,William Smith,F,21.0,Returning,Medical,Business ,DEL-CCU,Mobile App,4200,137,9.0,"₹9,724",4,1.0,2,Cancelled,Dissatisfied
AXP101332,Amy Taylor PhD,F,70.0,Returning,Medical, Economy,PNQ-COK,Website,3341,43,29.0,"₹44,192",5,2.0,5,Delayed,Neutral
AXP101333,Brent Hoffman,female,63.0,Returning,Medical,Business ,GOI-HYD,Corporate Portal,1622,138,17.0,"₹42,219",5,5.0,3,Cancelled,Dissatisfied
AXP101334,William Carter,Male,19.0,Returning,Education,Business ,HYD-MAA,Website,871,79,187.0,"₹33,874",1,2.0,2,Delayed,Neutral
AXP101335,Lisa Taylor,F,45.0,First-Time,Medical,Economy,DEL-BLR,Corporate Portal,1371,80,87.0,"₹18,216",2,1.0,3,Cancelled,Neutral
AXP101336,Nicole Sharp,Female,26.0,Returning,Personal,First,DEL-PNQ,Mobile App,3926,1,124.0,"₹31,722",5,3.0,1,On Time,Dissatisfied
AXP101337,Roy Mitchell,male,77.0,Returning,Medical, Economy,PNQ-PNQ,Mobile App,1143,177,72.0,"₹22,583",5,4.0,4,On Time,Neutral
AXP101338,Janet Rios,Female,77.0,First-Time,Medical,Economy,AMD-COK,Website,1649,139,14.0,"₹11,183",4,5.0,5,Cancelled,Dissatisfied
AXP101339,Sharon Wilson,Female,45.0,First-Time,Personal,First,BLR-BLR,Corporate Portal,3937,114,3.0,"₹38,471",1,2.0,4,Cancelled,Satisfied
AXP101340,Anthony Wilson,female,46.0,Returning,Education,Economy,BOM-DEL,Travel Agent,2739,89,190.0,"₹42,979",3,1.0,5,Delayed,Dissatisfied
AXP101341,Mary White,F,39.0,First-Time,Medical,Business ,COK-PNQ,Corporate Portal,4159,22,167.0,"₹32,777",1,1.0,1,On Time,Neutral
AXP101342,Kathy Moreno,male,70.0,First-Time,Business,Business ,CCU-GOI,Mobile App,4460,145,8.0,"₹13,071",3,4.0,4,Cancelled,Dissatisfied
AXP101343,Robert Miller,M,24.0,Returning,Personal,Economy,DEL-AMD,Travel Agent,2561,61,108.0,"₹7,613",2,1.0,1,On Time,Dissatisfied
AXP101344,Amy Gonzalez,female,70.0,Returning,Business,Economy,BLR-HYD,Corporate Portal,3852,112,136.0,"₹25,372",2,1.0,5,Cancelled,Dissatisfied
AXP101345,Jennifer Perez,Female,18.0,Returning,Education,Economy,HYD-GOI,Mobile App,3870,127,153.0,"₹20,832",5,4.0,2,On Time,Dissatisfied
AXP101346,Mark Greene,M,66.0,Returning,Business,Economy,COK-MAA,Travel Agent,1953,61,131.0,"₹5,685",2,5.0,4,Cancelled,Neutral
AXP101347,Francisco Hebert,female,46.0,Returning,Business, Economy,BLR-DEL,Mobile App,2552,37,15.0,"₹28,002",5,3.0,1,On Time,Satisfied
AXP101348,Stephanie Medina,female,55.0,Returning,Personal, Economy,MAA-AMD,Travel Agent,2138,165,142.0,"₹19,741",1,3.0,4,Delayed,Neutral
AXP101349,Richard Vargas,female,52.0,Returning,Education,Economy,GOI-BLR,Corporate Portal,570,60,98.0,"₹10,394",2,2.0,4,On Time,Neutral
AXP101350,Patricia Rivera,M,51.0,Returning,Education,Business,BOM-CCU,Corporate Portal,4679,128,120.0,"₹44,084",1,5.0,4,On Time,Dissatisfied
AXP101351,Shawn Holmes,Male,39.0,Returning,Education, Economy,BLR-HYD,Corporate Portal,2131,172,51.0,"₹33,574",1,2.0,3,Cancelled,Satisfied
AXP101352,Matthew Morgan,male,46.0,Returning,Business,First,GOI-BOM,Travel Agent,624,155,68.0,"₹30,912",2,3.0,1,Delayed,Satisfied
AXP101353,Jacob Walker,male,21.0,First-Time,Business,Economy,PNQ-DEL,Corporate Portal,4924,148,4.0,"₹41,337",1,4.0,1,On Time,Neutral
AXP101354,Melvin Galvan,Female,17.0,Returning,Business,Economy,MAA-BOM,Travel Agent,1094,121,19.0,"₹14,039",2,1.0,4,Delayed,Satisfied
AXP101355,Emily Powers,Male,35.0,Returning,Education,Economy,GOI-HYD,Website,797,109,78.0,"₹34,935",2,3.0,2,Delayed,Neutral
AXP101356,Allen Rangel,Male,43.0,Returning,Business,First,GOI-PNQ,Mobile App,3262,12,145.0,"₹22,077",2,5.0,4,On Time,Neutral
AXP101357,Lawrence Andrews,Male,26.0,First-Time,Medical,Business,AMD-CCU,Website,2536,154,110.0,"₹17,721",3,3.0,3,Cancelled,Neutral
AXP101358,William Curtis,male,19.0,First-Time,Education,Economy,PNQ-BOM,Travel Agent,4888,99,1.0,"₹37,264",1,5.0,5,Cancelled,Satisfied
AXP101359,Amy Huff,male,30.0,First-Time,Medical, Economy,DEL-AMD,Corporate Portal,1887,134,92.0,"₹9,753",4,5.0,3,On Time,Dissatisfied
AXP101360,Christopher Craig,F,21.0,Returning,Education, Economy,CCU-BLR,Corporate Portal,772,21,12.0,"₹8,804",2,5.0,2,On Time,Neutral
AXP101361,Jessica Austin,male,69.0,First-Time,Personal,Business ,DEL-PNQ,Travel Agent,2290,73,3.0,"₹42,538",1,2.0,4,On Time,Neutral
AXP101362,James Cox,male,64.0,First-Time,Business,First,HYD-DEL,Mobile App,3869,131,169.0,"₹42,259",5,4.0,1,On Time,Satisfied
AXP101363,Cassie Lopez,Male,45.0,First-Time,Business,Business ,CCU-GOI,Corporate Portal,4472,22,108.0,"₹26,760",2,3.0,4,On Time,Neutral
AXP101364,David Nelson,M,71.0,First-Time,Education, Economy,GOI-GOI,Website,4824,118,73.0,"₹18,813",2,4.0,2,Delayed,Dissatisfied
AXP101365,Julie Foster,Female,53.0,First-Time,Medical,Business,PNQ-CCU,Mobile App,1833,69,188.0,"₹35,409",4,1.0,1,On Time,Satisfied
AXP101366,Karen Flores,female,66.0,Returning,Personal,Business,BLR-MAA,Corporate Portal,1717,83,94.0,"₹31,342",3,3.0,3,On Time,Dissatisfied
AXP101367,Tammy Hebert,female,77.0,Returning,Education,Business ,COK-COK,Travel Agent,4493,100,104.0,"₹30,634",3,4.0,5,On Time,Satisfied
AXP101368,Sara Smith,female,72.0,First-Time,Business, Economy,HYD-CCU,Website,2857,83,7.0,"₹6,712",2,4.0,5,Cancelled,Satisfied
AXP101369,Ashley Walker,M,17.0,Returning,Personal, Economy,AMD-PNQ,Travel Agent,3848,160,66.0,"₹44,815",1,1.0,4,On Time,Dissatisfied
AXP101370,Sandra Singleton,Female,30.0,First-Time,Business,Economy,PNQ-BOM,Corporate Portal,3788,27,190.0,"₹9,893",5,5.0,3,On Time,Satisfied
AXP101371,Robert Ray,F,26.0,First-Time,Medical,First,GOI-PNQ,Mobile App,1737,135,109.0,"₹21,363",5,3.0,2,Delayed,Satisfied
AXP101372,Arthur Huerta,female,23.0,First-Time,Medical,Business,DEL-GOI,Corporate Portal,3337,0,8.0,"₹21,079",1,,5,Delayed,Neutral
AXP101373,Jeffrey Smith,male,41.0,Returning,Personal,First,MAA-HYD,Corporate Portal,297,164,116.0,"₹19,493",2,1.0,3,On Time,Satisfied
AXP101374,Dr. Stephen Burnett,Female,66.0,First-Time,Business,Economy,DEL-DEL,Corporate Portal,3415,62,10.0,"₹44,960",5,5.0,4,Delayed,Satisfied
AXP101375,Katie Simpson,Female,60.0,First-Time,Medical,Economy,MAA-BOM,Mobile App,4730,21,98.0,"₹36,280",3,3.0,1,Delayed,Neutral
AXP101376,Dr. Ryan Fields,Female,59.0,Returning,Personal,Economy,PNQ-BOM,Website,4932,69,41.0,"₹24,550",1,3.0,4,Cancelled,Neutral
AXP101377,Valerie Gutierrez,Female,20.0,First-Time,Personal,Economy,PNQ-CCU,Travel Agent,3950,124,140.0,"₹30,501",4,3.0,4,Delayed,Dissatisfied
AXP101378,Sarah Bennett,male,21.0,Returning,Education,First,CCU-DEL,Travel Agent,3357,148,163.0,"₹19,465",2,5.0,3,On Time,Dissatisfied
AXP101379,Karen Green,M,41.0,First-Time,Medical,Business,DEL-BLR,Mobile App,4883,95,119.0,"₹26,374",1,1.0,5,Cancelled,Satisfied
AXP101380,Brandon Franklin,Female,69.0,Returning,Business,Economy,MAA-COK,Corporate Portal,543,162,140.0,"₹8,445",5,3.0,3,Cancelled,Satisfied
AXP101381,Travis Mendoza,Male,19.0,First-Time,Medical,First,CCU-MAA,Website,4866,78,,"₹3,847",2,4.0,1,Delayed,Dissatisfied
AXP101382,Amy Mitchell,Female,34.0,Returning,Education,Business ,DEL-BOM,Travel Agent,810,4,36.0,"₹9,627",3,5.0,3,Delayed,Dissatisfied
AXP101383,Bruce Sanders,female,35.0,First-Time,Personal, Economy,DEL-BOM,Travel Agent,1927,59,73.0,"₹34,820",2,2.0,2,Delayed,Neutral
AXP101384,Tiffany Brown,male,48.0,Returning,Business,Economy,PNQ-COK,Travel Agent,2490,119,72.0,"₹18,908",2,1.0,4,Delayed,Dissatisfied
AXP101385,Robert Blevins,Male,35.0,Returning,Personal, Economy,AMD-AMD,Corporate Portal,2054,45,51.0,"₹41,389",3,4.0,5,On Time,Satisfied
AXP101386,Kevin Beasley,male,64.0,First-Time,Education,Economy,AMD-PNQ,Corporate Portal,2808,177,198.0,"₹35,438",3,3.0,1,Delayed,Satisfied
AXP101387,Cameron Mejia,F,27.0,Returning,Business, Economy,DEL-BLR,Corporate Portal,2279,175,129.0,"₹17,508",2,2.0,4,Delayed,Dissatisfied
AXP101388,Brian Nunez,female,62.0,Returning,Medical,Business ,DEL-CCU,Corporate Portal,2524,133,55.0,"₹41,737",3,1.0,3,Cancelled,Satisfied
AXP101389,Frank Cook,male,16.0,First-Time,Education,Business ,AMD-DEL,Corporate Portal,4827,55,59.0,"₹31,427",1,5.0,2,Cancelled,Satisfied
AXP101390,Scott Willis,Male,41.0,First-Time,Personal, Economy,GOI-GOI,Travel Agent,1377,109,22.0,"₹20,416",3,2.0,3,Delayed,Neutral
AXP101391,Amanda Austin,M,29.0,Returning,Personal,Business,CCU-PNQ,Website,1291,156,102.0,"₹9,813",3,2.0,4,Cancelled,Satisfied
AXP101392,Andrea Roberts,female,79.0,Returning,Personal,Business,BLR-MAA,Travel Agent,2991,103,39.0,"₹34,972",2,4.0,1,Cancelled,Satisfied
AXP101393,Catherine Rice,Male,,Returning,Business, Economy,PNQ-PNQ,Corporate Portal,1949,76,63.0,"₹39,744",1,1.0,5,Cancelled,Neutral
AXP101394,Karina Lloyd,M,52.0,Returning,Personal,Business ,DEL-AMD,Mobile App,2875,145,84.0,"₹42,756",4,4.0,4,On Time,Satisfied
AXP101395,John Chandler,Male,77.0,First-Time,Business,Economy,HYD-GOI,Travel Agent,981,1,150.0,"₹40,068",4,4.0,1,Cancelled,Dissatisfied
AXP101396,Vanessa Garcia,Female,26.0,First-Time,Personal,Business ,AMD-BOM,Website,3248,7,156.0,"₹27,629",5,3.0,4,Delayed,Neutral
AXP101397,Mark Williamson,female,78.0,Returning,Medical, Economy,PNQ-BOM,Travel Agent,2305,74,178.0,"₹42,755",3,5.0,2,On Time,Satisfied
AXP101398,James Cole,male,51.0,First-Time,Personal,Economy,BOM-MAA,Corporate Portal,4067,124,196.0,"₹37,011",3,2.0,3,Delayed,Neutral
AXP101399,Scott Rodriguez,F,28.0,Returning,Medical, Economy,MAA-MAA,Corporate Portal,4742,37,88.0,"₹28,073",1,1.0,5,Delayed,Dissatisfied
AXP101400,Amanda Martin,M,58.0,Returning,Personal,Economy,COK-BOM,Mobile App,2313,175,30.0,"₹250,000",4,5.0,1,Delayed,Dissatisfied
AXP101401,Tara Jones,M,18.0,Returning,Business,Business,DEL-BOM,Mobile App,4170,26,177.0,"₹42,430",5,5.0,5,On Time,Neutral
AXP101402,Joanna Vasquez,Female,,First-Time,Medical,Business,PNQ-MAA,Mobile App,2191,19,19.0,"₹10,064",1,1.0,5,Delayed,Satisfied
AXP101403,Adam King,female,21.0,First-Time,Education,Economy,PNQ-MAA,Website,1267,139,182.0,"₹41,688",3,5.0,5,Cancelled,Satisfied
AXP101404,Joshua Dominguez,female,65.0,Returning,Business,First,COK-DEL,Travel Agent,1777,42,129.0,"₹9,460",4,3.0,1,Delayed,Neutral
AXP101405,Jonathan Johns,Female,71.0,First-Time,Education,Business,CCU-MAA,Mobile App,1211,30,152.0,"₹40,724",5,5.0,1,Delayed,Satisfied
AXP101406,Kari Rosales,Male,25.0,First-Time,Business,Economy,HYD-COK,Website,2474,90,12.0,"₹9,220",2,,5,Cancelled,Dissatisfied
AXP101407,Anthony Flores,M,20.0,Returning,Medical,Business,GOI-GOI,Website,2014,60,121.0,"₹10,698",4,2.0,3,On Time,Satisfied
AXP101408,Carrie Hartman DDS,male,38.0,First-Time,Education,Economy,HYD-COK,Corporate Portal,2626,108,102.0,"₹18,637",5,2.0,4,Delayed,Satisfied
AXP101409,Stephanie Shields,Male,25.0,First-Time,Education,Economy,DEL-BOM,Website,4602,90,105.0,"₹26,638",1,4.0,5,Cancelled,Neutral
AXP101410,Jeffrey Mosley,Female,59.0,First-Time,Medical,First,MAA-BLR,Travel Agent,2751,162,118.0,"₹41,018",2,3.0,2,Cancelled,Dissatisfied
AXP101411,Elizabeth Coleman,M,17.0,First-Time,Business, Economy,PNQ-CCU,Travel Agent,3857,94,69.0,"₹42,571",5,2.0,5,Cancelled,Dissatisfied
AXP101412,Gregory Rich,F,28.0,Returning,Education, Economy,GOI-PNQ,Website,207,142,194.0,"₹30,645",5,5.0,1,Delayed,Dissatisfied
AXP101413,Alan Washington,F,55.0,Returning,Education,Business ,CCU-COK,Website,2755,143,185.0,"₹28,804",3,1.0,4,Cancelled,Dissatisfied
AXP101414,Christopher Ferguson,M,17.0,Returning,Medical,First,CCU-PNQ,Mobile App,675,12,98.0,"₹5,612",4,1.0,2,Delayed,Satisfied
AXP101415,Maria Glover,male,35.0,First-Time,Business,Business,GOI-BOM,Travel Agent,2411,112,81.0,"₹25,760",3,3.0,4,On Time,Satisfied
AXP101416,Mr. Daniel Ferguson,female,16.0,First-Time,Personal,First,MAA-CCU,Mobile App,684,34,74.0,"₹31,851",2,4.0,4,Delayed,Neutral
AXP101417,Rachel Powell,M,78.0,Returning,Business, Economy,GOI-HYD,Mobile App,4854,148,117.0,"₹33,195",5,5.0,2,On Time,Dissatisfied
AXP101418,Arthur Levine,female,52.0,First-Time,Medical,Business ,COK-CCU,Corporate Portal,2485,157,83.0,"₹40,574",3,3.0,5,Delayed,Neutral
AXP101419,Brittany Turner,male,24.0,First-Time,Education, Economy,BOM-PNQ,Mobile App,4763,47,191.0,"₹37,259",4,1.0,5,On Time,Dissatisfied
AXP101420,George Williams,Female,32.0,First-Time,Education,Business,CCU-MAA,Travel Agent,3725,34,68.0,"₹5,442",2,3.0,5,Delayed,Satisfied
AXP101421,Edward Brown,male,24.0,First-Time,Medical,First,COK-GOI,Mobile App,3539,85,58.0,"₹29,128",1,5.0,3,Delayed,Dissatisfied
AXP101422,Jodi Robinson,male,26.0,Returning,Business,Business,HYD-CCU,Travel Agent,3022,165,187.0,"₹44,164",3,2.0,5,Cancelled,Dissatisfied
AXP101423,Joshua Rios,M,30.0,Returning,Education,Business,PNQ-MAA,Travel Agent,3124,158,125.0,"₹31,298",2,5.0,2,On Time,Dissatisfied
AXP101424,Roger Estrada,M,39.0,First-Time,Personal,Economy,PNQ-CCU,Corporate Portal,458,151,110.0,"₹4,680",1,2.0,3,On Time,Satisfied
AXP101425,Kevin Johnson,F,53.0,First-Time,Medical,Business,DEL-GOI,Mobile App,482,113,61.0,"₹17,158",3,2.0,5,On Time,Neutral
AXP101426,Elizabeth Freeman,Female,70.0,Returning,Business,Business ,HYD-GOI,Mobile App,2098,176,143.0,"₹40,154",2,2.0,3,Cancelled,Satisfied
AXP101427,Jack Huang,Male,50.0,First-Time,Business,Business,AMD-BOM,Website,4335,99,127.0,"₹14,844",2,3.0,2,Cancelled,Neutral
AXP101428,Lisa Rogers,M,45.0,First-Time,Personal,Business,AMD-BLR,Website,3176,159,104.0,"₹4,582",3,1.0,5,Cancelled,Neutral
AXP101429,Walter Walker,Female,46.0,Returning,Education,Economy,COK-HYD,Website,2467,98,67.0,"₹44,321",2,3.0,1,On Time,Satisfied
AXP101430,Denise Salazar,Female,64.0,Returning,Business,Economy,COK-MAA,Website,3400,2,14.0,"₹24,558",5,1.0,2,Delayed,Satisfied
AXP101431,Jacob Ellis,female,20.0,Returning,Personal, Economy,DEL-PNQ,Corporate Portal,812,84,182.0,"₹9,475",3,5.0,4,Delayed,Dissatisfied
AXP101432,Joshua Wiggins,female,77.0,First-Time,Personal, Economy,COK-BOM,Corporate Portal,887,124,,"₹22,154",2,4.0,4,Cancelled,Dissatisfied
AXP101433,Danielle Gonzalez,female,75.0,Returning,Personal,Business,MAA-HYD,Website,3890,137,182.0,"₹30,010",1,5.0,2,Delayed,Satisfied
AXP101434,Courtney Hall DDS,F,59.0,First-Time,Medical, Economy,MAA-BOM,Mobile App,812,82,13.0,"₹4,859",1,3.0,4,On Time,Dissatisfied
AXP101435,Valerie Meza,M,65.0,First-Time,Medical,Business ,PNQ-PNQ,Travel Agent,2507,24,176.0,"₹32,925",5,3.0,2,Cancelled,Neutral
AXP101436,Sherry Underwood,M,29.0,Returning,Business,Business ,DEL-COK,Travel Agent,3213,67,101.0,"₹19,614",3,1.0,1,Delayed,Satisfied
AXP101437,Misty Klein,Female,68.0,First-Time,Business,Business ,GOI-COK,Website,1981,60,99.0,"₹26,500",2,,2,On Time,Neutral
AXP101438,Lori Savage,female,71.0,First-Time,Business,Economy,GOI-PNQ,Mobile App,2791,28,6.0,"₹25,547",2,2.0,5,Delayed,Dissatisfied
AXP101439,Robert Lawson,female,26.0,Returning,Education,Economy,AMD-AMD,Mobile App,2896,126,29.0,"₹26,093",1,3.0,5,Delayed,Neutral
AXP101440,Dominique Lewis,M,24.0,First-Time,Education,First,PNQ-AMD,Website,4158,18,48.0,"₹19,298",5,1.0,3,Cancelled,Neutral
AXP101441,Laura Benson,F,49.0,Returning,Business,Business ,BLR-CCU,Travel Agent,774,170,143.0,"₹21,129",1,1.0,4,Cancelled,Neutral
AXP101442,Kenneth Glenn,F,27.0,Returning,Medical,Business,AMD-GOI,Website,2110,73,110.0,"₹32,229",1,2.0,4,Delayed,Dissatisfied
AXP101443,Madison Lopez,F,50.0,Returning,Medical, Economy,DEL-DEL,Corporate Portal,3804,60,178.0,"₹6,132",5,1.0,2,On Time,Dissatisfied
AXP101444,William Melton,M,50.0,Returning,Personal,Economy,HYD-CCU,Corporate Portal,869,170,71.0,"₹24,267",3,4.0,4,Cancelled,Satisfied
AXP101445,Tyler Martinez,M,16.0,Returning,Business,Business,BOM-GOI,Mobile App,4564,152,79.0,"₹33,028",2,5.0,5,Delayed,Satisfied
AXP101446,Anthony Woodward,F,55.0,Returning,Education, Economy,BLR-GOI,Travel Agent,1483,19,82.0,"₹44,602",3,3.0,1,On Time,Dissatisfied
AXP101447,Dylan Turner,male,79.0,First-Time,Personal, Economy,PNQ-CCU,Website,1123,47,41.0,"₹20,247",4,4.0,2,On Time,Satisfied
AXP101448,Chad Pittman,Male,37.0,First-Time,Medical,Business ,PNQ-DEL,Website,1325,86,16.0,"₹13,524",4,3.0,4,Cancelled,Dissatisfied
AXP101449,Holly Mcdonald,Female,75.0,Returning,Business,Business,BLR-DEL,Website,1729,151,190.0,"₹16,721",4,4.0,5,On Time,Dissatisfied
AXP101450,Whitney Harrison,female,79.0,First-Time,Medical,Business,MAA-HYD,Corporate Portal,1794,138,172.0,"₹39,600",5,3.0,3,Cancelled,Satisfied
AXP101451,David Knapp,male,44.0,First-Time,Personal,Business ,AMD-AMD,Website,446,109,6.0,"₹38,866",1,2.0,4,Cancelled,Dissatisfied
AXP101452,Dylan Acosta,Male,23.0,First-Time,Business,Business ,AMD-GOI,Website,3911,27,154.0,"₹24,094",3,1.0,1,On Time,Neutral
AXP101453,David Diaz,M,26.0,Returning,Education,Business ,GOI-HYD,Mobile App,1760,58,9.0,"₹29,300",2,1.0,1,Cancelled,Satisfied
AXP101454,Kevin Miller,Female,56.0,Returning,Business,Business ,COK-CCU,Website,2600,132,33.0,"₹25,841",4,2.0,4,Delayed,Satisfied
AXP101455,Mr. Robert Huang,male,,First-Time,Education,First,PNQ-COK,Corporate Portal,2443,50,35.0,"₹14,275",3,4.0,4,On Time,Satisfied
AXP101456,Garrett Brown,Female,29.0,Returning,Business,Business,GOI-AMD,Mobile App,4064,148,152.0,"₹35,757",4,5.0,5,Cancelled,Satisfied
AXP101457,Savannah Weaver,M,75.0,First-Time,Business, Economy,BOM-CCU,Travel Agent,2139,11,5.0,"₹8,824",4,4.0,4,On Time,Dissatisfied
AXP101458,Donna Thomas,female,45.0,Returning,Business, Economy,BLR-COK,Travel Agent,3269,49,151.0,"₹24,873",2,1.0,3,Delayed,Satisfied
AXP101459,William Pollard,female,50.0,First-Time,Business,Business ,DEL-MAA,Corporate Portal,426,131,145.0,"₹26,055",5,,5,Delayed,Dissatisfied
AXP101460,Vincent Vazquez,Male,36.0,Returning,Education,Business ,PNQ-DEL,Website,3747,112,133.0,"₹43,396",1,3.0,2,Cancelled,Satisfied
AXP101461,Melissa Archer,female,52.0,Returning,Medical,First,DEL-BOM,Travel Agent,464,169,28.0,"₹38,273",5,5.0,3,Cancelled,Satisfied
AXP101462,Matthew Hill,Male,20.0,First-Time,Business,Business ,CCU-MAA,Travel Agent,1595,165,125.0,"₹17,914",3,4.0,5,Delayed,Satisfied
AXP101463,Brandon Roberts,Male,34.0,Returning,Personal,First,CCU-COK,Corporate Portal,3757,152,152.0,"₹23,744",5,2.0,5,Cancelled,Satisfied
AXP101464,John Howard,male,74.0,Returning,Business,First,HYD-AMD,Mobile App,845,13,182.0,"₹23,043",3,3.0,1,Cancelled,Satisfied
AXP101465,Emily Bell,female,29.0,Returning,Education,Business ,COK-CCU,Website,3190,31,80.0,"₹9,638",3,4.0,5,Cancelled,Neutral
AXP101466,Mr. Keith Gross DDS,Male,41.0,Returning,Business,First,COK-DEL,Travel Agent,2099,138,173.0,"₹8,926",1,3.0,3,On Time,Neutral
AXP101467,Tanya Anthony,male,77.0,Returning,Medical,First,COK-COK,Corporate Portal,2704,145,151.0,"₹44,907",2,5.0,4,Delayed,Satisfied
AXP101468,Jordan Newton,male,19.0,First-Time,Education, Economy,CCU-DEL,Corporate Portal,2972,154,74.0,"₹29,611",1,1.0,3,Cancelled,Dissatisfied
AXP101469,Tommy Smith,F,40.0,Returning,Business,Business ,MAA-BLR,Travel Agent,1354,54,25.0,"₹23,507",5,4.0,2,On Time,Neutral
AXP101470,Ronnie Jackson,male,60.0,First-Time,Business,Economy,DEL-BLR,Corporate Portal,787,119,126.0,"₹43,750",3,2.0,5,Cancelled,Satisfied
AXP101471,Anthony Johnson,Female,57.0,Returning,Business,First,CCU-DEL,Website,4771,74,114.0,"₹35,584",4,5.0,5,Cancelled,Dissatisfied
AXP101472,Lindsey Sandoval,Male,40.0,Returning,Business,Business ,BOM-HYD,Mobile App,2021,20,125.0,"₹44,908",4,4.0,5,Delayed,Satisfied
AXP101473,Deborah Wallace,male,,Returning,Medical,First,AMD-BOM,Corporate Portal,1185,171,27.0,"₹15,202",3,2.0,5,On Time,Satisfied
AXP101474,Abigail Tran,M,55.0,Returning,Education,First,AMD-BOM,Travel Agent,4279,132,130.0,"₹28,080",1,4.0,1,Delayed,Satisfied
AXP101475,James Williams,male,23.0,Returning,Education, Economy,CCU-AMD,Corporate Portal,3548,86,74.0,"₹16,248",2,5.0,1,Delayed,Dissatisfied
AXP101476,Alyssa Johnson,male,54.0,Returning,Business,Economy,PNQ-COK,Travel Agent,4031,168,165.0,"₹20,346",1,4.0,4,On Time,Dissatisfied
AXP101477,Ruben Escobar,F,55.0,First-Time,Education, Economy,HYD-PNQ,Mobile App,1441,58,188.0,"₹34,813",3,3.0,5,On Time,Satisfied
AXP101478,Tina Hawkins,female,29.0,Returning,Personal,Business,BOM-BOM,Corporate Portal,389,88,77.0,"₹25,976",3,5.0,2,Delayed,Neutral
AXP101479,David Green,Female,47.0,First-Time,Business,Economy,PNQ-PNQ,Website,1180,149,178.0,"₹25,085",2,4.0,4,Cancelled,Dissatisfied
AXP101480,Dawn Hunter DVM,M,66.0,Returning,Education, Economy,BLR-GOI,Corporate Portal,1898,82,89.0,"₹31,689",5,1.0,5,Delayed,Neutral
AXP101481,Kevin Romero,F,76.0,Returning,Education,Economy,HYD-COK,Corporate Portal,1915,64,175.0,"₹26,688",5,4.0,1,Delayed,Dissatisfied
AXP101482,Robert Bowers,Female,53.0,Returning,Education,Business,GOI-PNQ,Travel Agent,2793,63,20.0,"₹13,434",2,3.0,2,On Time,Neutral
AXP101483,Omar Bradley,male,48.0,Returning,Education,First,PNQ-BLR,Website,4336,70,53.0,"₹14,045",5,2.0,4,Cancelled,Satisfied
AXP101484,Andrea Henderson,female,38.0,First-Time,Business,Business ,HYD-HYD,Corporate Portal,4633,3,183.0,"₹24,152",4,2.0,2,On Time,Dissatisfied
AXP101485,Scott Clark,M,78.0,Returning,Medical, Economy,MAA-DEL,Mobile App,1298,142,102.0,"₹4,043",5,2.0,5,On Time,Satisfied
AXP101486,Natalie Woods,Female,30.0,Returning,Business,Economy,GOI-DEL,Website,2526,103,58.0,"₹10,305",5,1.0,3,On Time,Satisfied
AXP101487,Philip Cohen,F,48.0,Returning,Education,Economy,AMD-BOM,Corporate Portal,3447,149,71.0,"₹15,438",5,3.0,2,Delayed,Neutral
AXP101488,Crystal Tanner,male,40.0,First-Time,Medical,Business,CCU-CCU,Mobile App,1095,174,178.0,"₹41,131",4,,2,Delayed,Neutral
AXP101489,Gabrielle Curry,male,32.0,First-Time,Personal,Business,HYD-COK,Corporate Portal,1874,92,19.0,"₹23,350",5,2.0,1,On Time,Satisfied
AXP101490,Lisa Barrett,Male,48.0,First-Time,Business, Economy,DEL-MAA,Travel Agent,3109,173,111.0,"₹36,169",4,3.0,5,On Time,Satisfied
AXP101491,Anna Lopez,F,62.0,First-Time,Business,Business,COK-AMD,Corporate Portal,1130,141,58.0,"₹39,731",2,4.0,2,Delayed,Neutral
AXP101492,Chelsea Vaughan,M,70.0,Returning,Business,Business ,CCU-GOI,Website,4584,177,70.0,"₹22,412",1,1.0,5,Cancelled,Satisfied
AXP101493,Christine Martin,male,17.0,Returning,Business, Economy,PNQ-GOI,Travel Agent,923,147,136.0,"₹39,694",2,3.0,1,Cancelled,Dissatisfied
AXP101494,Beverly Andrews,Male,29.0,First-Time,Personal,First,PNQ-GOI,Travel Agent,3140,177,108.0,"₹38,275",1,3.0,5,On Time,Satisfied
AXP101495,Ethan Chen,female,68.0,Returning,Personal,Business ,DEL-CCU,Mobile App,1289,111,128.0,"₹14,659",2,5.0,1,Delayed,Dissatisfied
AXP101496,Dean Melendez,Female,55.0,Returning,Medical, Economy,CCU-COK,Website,4778,160,156.0,"₹29,081",1,3.0,1,On Time,Neutral
AXP101497,Gina King,male,55.0,Returning,Medical, Economy,GOI-BOM,Website,1135,118,190.0,"₹43,532",1,5.0,4,Delayed,Satisfied
AXP101498,Sherry Meyer,female,66.0,First-Time,Education, Economy,MAA-GOI,Mobile App,2495,58,199.0,"₹7,976",3,1.0,5,On Time,Satisfied
AXP101499,James Welch,Female,54.0,Returning,Education,Economy,GOI-DEL,Mobile App,355,42,55.0,"₹16,016",1,1.0,3,On Time,Satisfied
